mep_identifier	mep_honorific_prefix	mep_given_name	mep_family_name	mep_official_given_name	mep_official_family_name	mep_gender	mep_citizenship	mep_place_of_birth	mep_birthday	mep_death_date	mep_image	mep_email	mep_homepage	mep_twitter	mep_facebook_page	mep_facebook_profile	mep_country_of_representation	mep_political_group	mep_instagram	mep_URI	mep_polgroup	mep_polgrupo_sig
204413	Mr	Marcos	Ros Sempere			male	Espa�a	Murcia	1974-03-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/204413.jpg	mailto:marcos.ros@europarl.europa.eu		https://twitter.com/mrossemp?lang=it			Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/mrossemp/	https://data.europarl.europa.eu/person/204413	Partido Socialista Obrero Espa�ol	PSOE
204333	Mr	Salvatore	De Meo			male	Italia	Fondi	1971-10-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/204333.jpg	mailto:salvatore.demeo@europarl.europa.eu	https://www.salvatoredemeo.eu/	https://twitter.com/salv_de_meo	https://www.facebook.com/DeMeoSalvatore/		Italia	Grupo del Partido Popular Europeo	https://www.instagram.com/salvatore_de_meo_/	https://data.europarl.europa.eu/person/204333		
197711	Ms	Dolors	Montserrat			female	Espa�a	Barcelona	1973-09-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197711.jpg	mailto:d.montserrat@europarl.europa.eu	http://www.pp.es/dolors-montserrat	https://twitter.com/dolorsmm	https://www.facebook.com/dolorsmontserratoficial/		Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/dolorsmontserrat_	https://data.europarl.europa.eu/person/197711	Partido Popular	PP
204336	Ms	Miriam	Lexmann			female	Eslovaquia	Bratislava	1972-12-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/204336.jpg	mailto:miriam.lexmann@europarl.europa.eu	https://lexmann.eu/	https://twitter.com/MiriamMLex	https://www.facebook.com/miriamlexmann.sk/		Eslovaquia	Grupo del Partido Popular Europeo	https://www.instagram.com/miriamlexmann/	https://data.europarl.europa.eu/person/204336	Kres?anskodemokratick� hnutie	KDH
202036	Ms	Sun?ana	Glavak			female	Croacia	?akovec	1968-12-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/202036.jpg	mailto:suncana.glavak@europarl.europa.eu	https://suncanaglavak.eu/	https://twitter.com/SuncanaGlavak	https://www.facebook.com/SGlavak		Croacia	Grupo del Partido Popular Europeo	https://www.instagram.com/suncanaglavak/	https://data.europarl.europa.eu/person/202036	Hrvatska demokratska zajednica	HDZ
198490	Mr	Emmanouil	Fragkos	?????????	???????	male	Grecia	Chios	1993-06-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/198490.jpg	mailto:emmanouil.fragkos@europarl.europa.eu		https://twitter.com/e_fragkos?lang=en			Grecia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/198490	Ellinik� L�si	EL
197734	Mr	Lefteris	Nikolaou-Alavanos	????????	????????-????????	male	Grecia	Athens	1985-02-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197734.jpg	mailto:lefteris.nikolaou@europarl.europa.eu					Grecia	Miembro no adscrito		https://data.europarl.europa.eu/person/197734	Kommounistik� K�mma Ell�das	KKE
204418	Ms	Nora	Mebarek			female	Francia	Port-Saint-Louis-du-Rh�ne	1972-07-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/204418.jpg	mailto:nora.mebarek@europarl.europa.eu	https://nora-mebarek.eu	https://x.com/MebarekNora	https://www.facebook.com/people/Nora-Mebarek/100057724462997/		Francia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/noramebarek/	https://data.europarl.europa.eu/person/204418	Parti socialiste	PS
197773	Mr	Bert-Jan	Ruissen			male	Pa�ses Bajos	Reimerswaal	1972-03-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197773.jpg	mailto:bert-jan.ruissen@europarl.europa.eu	https://eurofractie.sgp.nl/home	https://twitter.com/hjaruissen		https://www.facebook.com/bertjanruissen/	Pa�ses Bajos	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/hjaruissen/?hl=nl	https://data.europarl.europa.eu/person/197773		
197691	Ms	Mathilde	Androu�t			female	Francia	Rueil Malmaison	1984-07-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197691.jpg	mailto:mathilde.androuet@europarl.europa.eu		https://x.com/mandrouet?s=21	https://www.facebook.com/elsa.vassent		Francia	Grupo Patriotas por Europa	https://www.instagram.com/mathildeandrouet?igsh=MWVkMDJva2o3ZTB5OA%3D%3D&utm_source=qr	https://data.europarl.europa.eu/person/197691	Rassemblement National	RN
198183	Mr	Mihai	Tudose			male	Ruman�a	Braila	1967-03-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/198183.jpg	mailto:mihai.tudose@europarl.europa.eu					Ruman�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/198183		
197810	Mr	Nils	U�akovs			male	Letonia	RIGA	1976-06-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197810.jpg	mailto:nils.usakovs@europarl.europa.eu					Letonia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197810		
197784	Ms	Susana	Sol�s P�rez			female	Espa�a	Aviles			https://www.europarl.europa.eu/mepphoto/197784.jpg	mailto:susana.solisperez@europarl.europa.eu		https://twitter.com/susanasolisp			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/susanasolisp/	https://data.europarl.europa.eu/person/197784	Partido Popular	PP
197832	Ms	Diana	Riba i Giner			female	Espa�a	Barcelona			https://www.europarl.europa.eu/mepphoto/197832.jpg	mailto:diana.ribaiginer@europarl.europa.eu		https://twitter.com/DianaRibaGiner			Espa�a	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/197832	Ahora Rep�blicas	AR
197770	Mr	Martin	Hojs�k			male	Eslovaquia	Bratislava	1977-01-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197770.jpg	mailto:martin.hojsik@europarl.europa.eu		https://twitter.com/martinhojsik	https://www.facebook.com/martinhojsik/		Eslovaquia	Grupo Renovar Europa	https://www.instagram.com/martinhojsik/	https://data.europarl.europa.eu/person/197770	Progres�vne Slovensko	PS
197800	Mr	Eero	Hein�luoma			male	Finlandia	Kokkola	1955-07-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197800.jpg	mailto:eero.heinaluoma@europarl.europa.eu	http://www.eeroheinaluoma.fi		https://www.facebook.com/heinaluoma		Finlandia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197800	Suomen Sosialidemkraattinen Puolue	SSP
197839	Mr	Radan	Kanev	?????	?????	male	Bulgaria	Sofia	1975-09-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197839.jpg	mailto:radan.kanev@europarl.europa.eu		https://twitter.com/rmkanev		https://www.facebook.com/radan.kanev	Bulgaria	Grupo del Partido Popular Europeo	https://www.instagram.com/rmkanev/	https://data.europarl.europa.eu/person/197839	Coalition Prodalzhavame promyanata � Demokratichna	PP - DB/?? - ??
197786	Ms	Susanna	Ceccardi			female	Italia	Pisa	1987-03-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197786.jpg	mailto:susanna.ceccardi@europarl.europa.eu	https://www.susannaceccardi.it/		https://www.facebook.com/susannaceccardi/		Italia	Grupo Patriotas por Europa	https://www.instagram.com/susannaceccardi/?hl=de	https://data.europarl.europa.eu/person/197786		
197818	Mr	Billy	Kelleher			male	Rep�blica de Irlanda	Cork	1968-01-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197818.jpg	mailto:billy.kelleher@europarl.europa.eu					Rep�blica de Irlanda	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197818		
213330	Mr	Ern?	Schaller-Baross			male	Hungr�a	Budapest			https://www.europarl.europa.eu/mepphoto/213330.jpg	mailto:erno.schaller-baross@europarl.europa.eu					Hungr�a	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/213330	Fidesz � Magyar Polg�ri Sz�vets�g - Kereszt�nydemokrata N�pp�rt	Fidesz-KDNP
197778	Mr	Tom	Berendsen			male	Pa�ses Bajos	Breda	1983-04-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197778.jpg	mailto:tom.berendsen@europarl.europa.eu	http://tomberendsen.eu/	https://twitter.com/tbwberendsen		https://www.facebook.com/TomBerendsenCDA	Pa�ses Bajos	Grupo del Partido Popular Europeo	https://www.instagram.com/berendsen_tom/	https://data.europarl.europa.eu/person/197778		
204346	Mr	Dominik	Tarczy?ski			male	Polonia	Lublin			https://www.europarl.europa.eu/mepphoto/204346.jpg	mailto:dominik.tarczynski@europarl.europa.eu		https://twitter.com/d_tarczynski			Polonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/204346		
197699	Ms	Elena	Kountoura	?????	?????????	female	Grecia	Athens			https://www.europarl.europa.eu/mepphoto/197699.jpg	mailto:elena.kountoura@europarl.europa.eu	https://www.elenakountoura.gr	https://twitter.com/ElenaKountoura	https://www.facebook.com/kountouraelena		Grecia	La Izquierda en el Parlamento Europeo-GUE/NGL	https://www.instagram.com/kountoura.elena/	https://data.europarl.europa.eu/person/197699	Sinaspism�s Rizospastik�s Arister�s	SYRIZA
201945	Mr	Virginijus	Sinkevi?ius			male	Lituania	Vilnius	1990-11-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/201945.jpg	mailto:virginijus.sinkevicius@europarl.europa.eu					Lituania	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/201945		
233862	Mr	Matja�	Nemec			male	Eslovenia	�empeter pri Gorici	1980-04-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/233862.jpg	mailto:matjaz.nemec@europarl.europa.eu	https://www.matjaz-nemec.si/sl/	https://twitter.com/matjanemec	https://www.facebook.com/MatjazNemecSD/events		Eslovenia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/matjaznemec/	https://data.europarl.europa.eu/person/233862	Socialni demokrati	SD
210480	Ms	Marta	Temido			female	Portugal	Coimbra	1974-03-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/210480.jpg	mailto:marta.temido@europarl.europa.eu					Portugal	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/210480		
220871	Mr	Rihards	Kols			male	Letonia	Riga	1984-12-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220871.jpg	mailto:rihards.kols@europarl.europa.eu	https://rihardskols.lv/	https://x.com/RihardsKols	https://www.facebook.com/KolsRihards/		Letonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/220871		
198076	Ms	Maria	Ohisalo			female	Finlandia	Helsinki			https://www.europarl.europa.eu/mepphoto/198076.jpg	mailto:maria.ohisalo@europarl.europa.eu	"https://www.mariaohisalo.fi; https://bsky.app/profile/mariaohisalo.vihreat.fi"		https://www.facebook.com/OhisaloMaria		Finlandia	Grupo de Los Verdes/Alianza Libre Europea	https://instagram.com/mariaohisalo	https://data.europarl.europa.eu/person/198076	Vihre� liitto	VI
220801	Ms	Sophie	Wilm�s			female	B�lgica		1975-01-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220801.jpg	mailto:sophie.wilmes@europarl.europa.eu	https://bsky.app/profile/did:plc:zjtyybjelg2zihdpoifkffet	https://x.com/sophie_wilmes	https://www.facebook.com/p/Sophie-Wilm%C3%A8s-100050592394858/?locale=nl_BE		B�lgica	Grupo Renovar Europa	https://www.instagram.com/sophiewilmes/	https://data.europarl.europa.eu/person/220801	Mouvement r�formateur	MR
200345	Mr	Pierre-Romain	Thionnet			male	Francia	Pontarlier	1994-01-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/200345.jpg	mailto:pierre-romain.thionnet@europarl.europa.eu		https://x.com/pr_thionnet?lang=de			Francia	Grupo Patriotas por Europa	https://www.instagram.com/pierre_romain_thionnet/?hl=de	https://data.europarl.europa.eu/person/200345	Rassemblement National	RN
220840	Mr	Jaroslav	B�och			male	Rep�blica Checa		1983-11-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220840.jpg	mailto:jaroslav.bzoch@europarl.europa.eu					Rep�blica Checa	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/220840		
198373	Ms	Judita	La���kov�			female	Eslovaquia	Bratislava	1977-12-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/198373.jpg	mailto:judita.lassakova@europarl.europa.eu					Eslovaquia	Miembro no adscrito		https://data.europarl.europa.eu/person/198373	Smer - soci�lna demokracia	SSD
256804	Mr	Pekka	Toveri			male	Finlandia	Kankaanp��	1961-04-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256804.jpg	mailto:pekka.toveri@europarl.europa.eu	https://www.pekkatoveri.fi/	https://x.com/PToveri	https://www.facebook.com/pekkatoveri/?locale=fi_FI		Finlandia	Grupo del Partido Popular Europeo	https://www.instagram.com/toveripekka/?hl=fi	https://data.europarl.europa.eu/person/256804	Kansalinen Kokoomus	KK
245770	Ms	Irene	Montero			female	Espa�a	Madrid	1988-02-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/245770.jpg	mailto:irene.montero@europarl.europa.eu					Espa�a	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/245770	Podemos	Podemos
198084	Ms	Katri	Kulmuni			female	Finlandia	Tornio	1987-09-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/198084.jpg	mailto:katri.kulmuni@europarl.europa.eu					Finlandia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/198084	Suomen Keskusta	SK
220896	Mr	Reinhold	Lopatka			male	Austria	Vorau	1960-01-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220896.jpg	mailto:reinhold.lopatka@europarl.europa.eu	http://www.lopatka.at/	https://x.com/reinholdlopatka	https://www.facebook.com/reinhold.lopatka/		Austria	Grupo del Partido Popular Europeo	https://www.instagram.com/reinhold.lopatka/	https://data.europarl.europa.eu/person/220896	�sterreichische Volkspartei	�VP
219652	Mr	Matej	Tonin			male	Eslovenia	Ljubljana	1983-07-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/219652.jpg	mailto:matej.tonin@europarl.europa.eu		https://twitter.com/MatejTonin	https://www.facebook.com/tonin.si		Eslovenia	Grupo del Partido Popular Europeo	https://www.instagram.com/matejtonin/	https://data.europarl.europa.eu/person/219652	Nova Slovenija - Kr�?anski demokrati	N.Si
220897	Ms	Petra	Steger			female	Austria	Vienna	1987-10-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220897.jpg	mailto:petra.steger@europarl.europa.eu			https://www.facebook.com/stegerpetra		Austria	Grupo Patriotas por Europa	https://www.instagram.com/stegerpetra/	https://data.europarl.europa.eu/person/220897	Freiheitliche Partei �sterreichs	FP�
220908	Mr	Branko	Grims			male	Eslovenia	Kranj	1962-08-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/220908.jpg	mailto:branko.grims@europarl.europa.eu		https://x.com/BrankoGrimsX1			Eslovenia	Grupo del Partido Popular Europeo	https://www.instagram.com/branko.grims.eu/	https://data.europarl.europa.eu/person/220908	Slovenska demokratska stranka	SDS
198073	Ms	Anna-Maja	Henriksson			female	Finlandia	Jakobstad	1964-01-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/198073.jpg	mailto:anna-maja.henriksson@europarl.europa.eu	https://www.anna-maja.fi	https://x.com/anna_maja	https://www.facebook.com/annamajahenriksson		Finlandia	Grupo Renovar Europa	https://www.instagram.com/annamajah	https://data.europarl.europa.eu/person/198073	Svenska folkpartiet	SF
256803	Ms	Maria	Guzenina			female	Finlandia	Helsinki	1969-01-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256803.jpg	mailto:maria.guzenina@europarl.europa.eu	https://mariaguzenina.fi/	https://x.com/guzenina	https://www.facebook.com/guzeninamaria/		Finlandia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/maria_guzenina/	https://data.europarl.europa.eu/person/256803	Suomen Sosialidemkraattinen Puolue	SSP
249982	Mr	Milan	Mazurek			male	Eslovaquia		1994-01-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/249982.jpg	mailto:milan.mazurek@europarl.europa.eu			https://m.facebook.com/MilanMazurek.Republika/		Eslovaquia	"Miembro no adscrito; Grupo Europa de las Naciones Soberanas"	https://www.instagram.com/milanmazurek_republika/?igsh=MWVva2J3aWEyeDRjYg%3D%3D	https://data.europarl.europa.eu/person/249982	Republika	R
256854	Mr	Bal�zs	Gy?rffy			male	Hungr�a	Papa	1979-04-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256854.jpg						Hungr�a	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256854	Fidesz � Magyar Polg�ri Sz�vets�g - Kereszt�nydemokrata N�pp�rt	Fidesz-KDNP
256850	Mr	Filip	Turek			male	Rep�blica Checa	Prague	1985-10-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256850.jpg						Rep�blica Checa	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256850		
256897	Mr	Ga�tan	Dussausaye			male	Francia	BR�TIGNY-SUR-ORGE	1994-04-05^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256897.jpg						Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256897	Rassemblement National	RN
256894	Ms	Sylvie	Josserand			female	Francia				https://www.europarl.europa.eu/mepphoto/256894.jpg						Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256894	Rassemblement National	RN
256927	Ms	Carola	Rackete			female	Alemania	Preetz	1988-05-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256927.jpg						Alemania	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/256927	Independent	IND
256813	Mr	Vladimir	Prebili?			male	Eslovenia	Ljubljana	1974-05-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256813.jpg	mailto:vladimir.prebilic@europarl.europa.eu					Eslovenia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/256813	Vesna - zelena stranka	Vesna
256824	Mr	Yannis	Maniatis	???????	????????	male	Grecia				https://www.europarl.europa.eu/mepphoto/256824.jpg	mailto:ioannis.maniatis@europarl.europa.eu		https://x.com/Yannis_Maniatis	https://www.facebook.com/maniatis.yiannis/		Grecia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/yannis_maniatis/?igsh=MTE4YWpkbGFrcmFqdg%3D%3D	https://data.europarl.europa.eu/person/256824	K�nima Allag�s	PASOK
256840	Mr	Jan	Farsk�			male	Rep�blica Checa	Turnov	1979-07-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256840.jpg	mailto:jan.farsky@europarl.europa.eu		https://x.com/janfar_sky			Rep�blica Checa	Grupo del Partido Popular Europeo	https://www.instagram.com/jan_farsky/	https://data.europarl.europa.eu/person/256840		
256851	Mr	Ond?ej	Dost�l			male	Rep�blica Checa	Chomutov			https://www.europarl.europa.eu/mepphoto/256851.jpg	mailto:ondrej.dostal@europarl.europa.eu		https://x.com/dostalondrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	https://www.facebook.com/Ondrej.Dostal.ZPS/?locale=cs_CZ		Rep�blica Checa	Miembro no adscrito		https://data.europarl.europa.eu/person/256851		
256858	Mr	Nikolaos	Anadiotis	????????	?????????	male	Grecia	?????	1983-02-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256858.jpg	mailto:nikolaos.anadiotis@europarl.europa.eu					Grecia	Miembro no adscrito		https://data.europarl.europa.eu/person/256858	Dimokratik� Patriotik� K�nima	NIKI
256862	Ms	D�ra	D�vid			female	Hungr�a	Pecs			https://www.europarl.europa.eu/mepphoto/256862.jpg	mailto:dora.david@europarl.europa.eu		https://x.com/doradavid20	https://www.facebook.com/daviddoraep/		Hungr�a	Grupo del Partido Popular Europeo	https://www.instagram.com/doradavidep/	https://data.europarl.europa.eu/person/256862	Tisztelet �s Szabads�g P�rtja	TISZA
256866	Ms	Gabriella	Gerzsenyi			female	Hungr�a				https://www.europarl.europa.eu/mepphoto/256866.jpg	mailto:gabriella.gerzsenyi@europarl.europa.eu		https://x.com/gerzsenyigabi			Hungr�a	Grupo del Partido Popular Europeo	https://www.instagram.com/gerzsenyigabi/	https://data.europarl.europa.eu/person/256866	Tisztelet �s Szabads�g P�rtja	TISZA
256879	Mr	Yvan	Verougstraete			male	B�lgica	Ixelles	1975-10-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256879.jpg	mailto:yvan.verougstraete@europarl.europa.eu		https://twitter.com/YVerougstraete	https://www.facebook.com/VerougstraeteYvan		B�lgica	Grupo Renovar Europa	https://www.instagram.com/yvanverougstraete/	https://data.europarl.europa.eu/person/256879	Les Engag�s/CSP	Les Engag�s/CSP
256882	Ms	Julie	Rechagneux			female	Francia	Clermont Ferrand	1996-01-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256882.jpg	mailto:julie.rechagneux@europarl.europa.eu		https://x.com/jrechagneux?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	https://www.facebook.com/p/Julie-Rechagneux-61559577425120/		Francia	Grupo Patriotas por Europa	https://www.instagram.com/julierchx/?hl=fr	https://data.europarl.europa.eu/person/256882	Rassemblement National	RN
256891	Mr	Benoit	Cassart			male	B�lgica	Li�ge	1968-10-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256891.jpg	mailto:benoit.cassart@europarl.europa.eu		https://x.com/i/flow/login?redirect_after_login=%2Fbenoitcassart		https://www.facebook.com/benoit.cassart.18/	B�lgica	Grupo Renovar Europa		https://data.europarl.europa.eu/person/256891	Mouvement r�formateur	MR
256903	Mr	Thomas	Pellerin-Carlin			male	Francia	Caen			https://www.europarl.europa.eu/mepphoto/256903.jpg	mailto:thomas.pellerin-carlin@europarl.europa.eu		https://x.com/thpellerin			Francia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/thomaspellerincarlin/?locale=en_GB%2Cen_GB	https://data.europarl.europa.eu/person/256903	Place publique	PP
256907	Mr	Reinis	Poz?aks			male	Letonia	Riga	1977-12-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256907.jpg	mailto:reinis.poznaks@europarl.europa.eu					Letonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/256907		
256911	Mr	Arash	Saeidi			male	Francia	Teheran	1975-05-25^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256911.jpg	mailto:arash.saeidi@europarl.europa.eu					Francia	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/256911	La France insoumise	LFI
256918	Ms	C�line	Imart			female	Francia				https://www.europarl.europa.eu/mepphoto/256918.jpg	mailto:celine.imart@europarl.europa.eu		https://twitter.com/CelineImart	https://www.facebook.com/celineimart/		Francia	Grupo del Partido Popular Europeo	https://www.instagram.com/celine_imart?igsh=dGxhZTl6OWFxZXph&utm_source=qr	https://data.europarl.europa.eu/person/256918	Les R�publicains	LR
256925	Ms	Laurence	Trochu			female	Francia	Nantes	1973-07-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256925.jpg	mailto:laurence.trochu@europarl.europa.eu					Francia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/256925	Identit�s et libert�s	IL
256839	Ms	Anna	St�rgkh			female	Austria	Wien	1994-04-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256839.jpg	mailto:anna.sturgkh@europarl.europa.eu					Austria	Grupo Renovar Europa		https://data.europarl.europa.eu/person/256839	NEOS - Das Neue Europa	NEOS
256841	Mr	Helmut	Brandst�tter			male	Austria	Wien	1955-04-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256841.jpg	mailto:helmut.brandstaetter@europarl.europa.eu					Austria	Grupo Renovar Europa		https://data.europarl.europa.eu/person/256841	NEOS - Das Neue Europa	NEOS
256844	Ms	Jaroslava	Pokorn� Jermanov�			female	Rep�blica Checa	Karlovy Vary	1970-08-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256844.jpg	mailto:jaroslava.pokornajermanova@europarl.europa.eu					Rep�blica Checa	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256844		
256870	Ms	Val�rie	Devaux			female	Francia	Amiens	1964-06-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256870.jpg	mailto:valerie.devaux@europarl.europa.eu					Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/256870	Union des D�mocrates et Ind�pendants	UDI
256872	Mr	Fabrice	Leggeri			male	Francia	Mulhouse	1968-03-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256872.jpg	mailto:fabrice.leggeri@europarl.europa.eu		https://x.com/fabriceleggeri?lang=de			Francia	Grupo Patriotas por Europa	https://www.instagram.com/fabriceleggeri/?locale=en_AE%2B2	https://data.europarl.europa.eu/person/256872	Rassemblement National	RN
256887	Mr	Wouter	Beke			male	B�lgica	LOMMEL	1974-08-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256887.jpg	mailto:wouter.beke@europarl.europa.eu	http://www.wouterbeke.be	https://x.com/wbeke?mx=2	https://www.facebook.com/wouter.beke?locale=nl_NL		B�lgica	Grupo del Partido Popular Europeo	https://www.instagram.com/wouterbekecdenv/	https://data.europarl.europa.eu/person/256887	Christen-Democratisch en Vlaams	CD&V
256888	Mr	Rody	Tolassy			male	Francia	Pointe-�-Pitre	1987-09-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256888.jpg	mailto:rody.tolassy@europarl.europa.eu					Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256888	Rassemblement National	RN
