mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
197772,Ms,Tineke,Strik,,,female,Netherlands,Appeltern,1961-09-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197772.jpg,mailto:tineke.strik@europarl.europa.eu,,https://twitter.com/tineke_strik,,,Netherlands,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/197772
199941,Ms,Marianne,Vind,,,female,Denmark,Koge,1970-12-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/199941.jpg,mailto:marianne.vind@europarl.europa.eu,,https://twitter.com/mariannevind?lang=en,https://www.facebook.com/MarianneVindEP,,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/marianne_vind/?hl=en,https://data.europarl.europa.eu/person/199941
206158,Ms,Manuela,Ripa,,,female,Germany,Saarbrücken,,,https://www.europarl.europa.eu/mepphoto/206158.jpg,mailto:manuela.ripa@europarl.europa.eu,https://manuela-ripa.eu/,https://twitter.com/RipaManuela,https://www.facebook.com/ripamanuela,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/manuela.ripa/,https://data.europarl.europa.eu/person/206158
230085,Ms,Camilla,Laureti,,,female,Italy,Roma,1975-05-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/230085.jpg,mailto:camilla.laureti@europarl.europa.eu,,,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/230085
197831,Mr,Hermann,Tertsch,,,male,Spain,Madrid,1958-04-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197831.jpg,mailto:hermann.tertsch@europarl.europa.eu,,https://twitter.com/hermanntertsch,,,Spain,Patriots for Europe Group,,https://data.europarl.europa.eu/person/197831
198176,Mr,Roman,Haider,,,male,Austria,Grieskirchen,1967-04-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198176.jpg,mailto:roman.haider@europarl.europa.eu,,,,,Austria,Patriots for Europe Group,,https://data.europarl.europa.eu/person/198176
197829,Mr,Jorge,Buxadé Villalba,,,male,Spain,BARCELONA,1975-06-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197829.jpg,mailto:jorge.buxadevillalba@europarl.europa.eu,https://www.jorgebuxade.es,https://twitter.com/jorgebuxade,,,Spain,Patriots for Europe Group,https://www.instagram.com/jorge_buxade/,https://data.europarl.europa.eu/person/197829
197863,Ms,Maria,Walsh,,,female,Ireland,Boston,1987-06-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197863.jpg,mailto:maria.walsh@europarl.europa.eu,http://mariawalsh.eu,https://twitter.com/mariawalsheu,https://www.facebook.com/MariaWalshEU/,,Ireland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/mariawalsheu,https://data.europarl.europa.eu/person/197863
204332,Mr,Barry,Andrews,,,male,Ireland,Dublin,1967-05-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204332.jpg,mailto:barry.andrews@europarl.europa.eu,,,,,Ireland,Renew Europe Group,,https://data.europarl.europa.eu/person/204332
204400,Mr,Adrián,Vázquez Lázara,,,male,Spain,Madrid,1982-05-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204400.jpg,mailto:adrian.vazquezlazara@europarl.europa.eu,,https://twitter.com/adrianvl1982,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/adrianvazquezlazara/,https://data.europarl.europa.eu/person/204400
197719,Ms,Cristina,Maestre,,,female,Spain,Ciudad Real,1975-07-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197719.jpg,mailto:cristina.maestre@europarl.europa.eu,,https://twitter.com/crismaestre,,https://www.facebook.com/cristina.maestremartin,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197719
197781,Mr,Malik,Azmani,,,male,Netherlands,Heerenveen,1976-01-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197781.jpg,mailto:malik.azmani@europarl.europa.eu,,https://twitter.com/MalikAzmani,https://www.facebook.com/MalikAzmaniVVD,,Netherlands,Renew Europe Group,,https://data.europarl.europa.eu/person/197781
197842,Ms,Elena,Yoncheva,Елена,Йончева,female,Bulgaria,Sofia,1964-05-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197842.jpg,mailto:elena.yoncheva@europarl.europa.eu,,,,,Bulgaria,Renew Europe Group; Non-attached Members,,https://data.europarl.europa.eu/person/197842
197840,Ms,Rasa,Juknevičienė,,,female,Lithuania,Panevėžys,1958-01-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197840.jpg,mailto:rasa.jukneviciene@europarl.europa.eu,https://elpnariai.lt/,https://twitter.com/RJukneviciene,https://www.facebook.com/rasa.jukneviciene,,Lithuania,Group of the European People's Party (Christian Democrats),https://www.instagram.com/rasa_jukneviciene/,https://data.europarl.europa.eu/person/197840
197870,Ms,Kim,Van Sparrentak,,,female,Netherlands,Vlissingen,1989-10-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197870.jpg,mailto:kim.vansparrentak@europarl.europa.eu,https://bsky.app/profile/kimvsparrentak.bsky.social,,,,Netherlands,Group of the Greens/European Free Alliance,https://www.instagram.com/kimvsparrentak/?hl=en,https://data.europarl.europa.eu/person/197870
197802,Mr,Ville,Niinistö,,,male,Finland,Turku,1976-07-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197802.jpg,mailto:ville.niinisto@europarl.europa.eu,https://www.villeniinisto.fi,https://www.twitter.com/villeniinisto,https://www.facebook.com/niinistoville,,Finland,Group of the Greens/European Free Alliance,https://www.instagram.com/villeniinisto,https://data.europarl.europa.eu/person/197802
197782,Mr,Mohammed,Chahim,,,male,Netherlands,Fes,1985-04-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197782.jpg,mailto:mohammed.chahim@europarl.europa.eu,,https://twitter.com/MChahim,,,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197782
204414,Ms,Margarita,de la Pisa Carrión,,,female,Spain,Madrid,1975-09-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204414.jpg,mailto:margarita.delapisa@europarl.europa.eu,,,,,Spain,Patriots for Europe Group,,https://data.europarl.europa.eu/person/204414
197820,Mr,Nicola,Procaccini,,,male,Italy,Roma,1976-01-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197820.jpg,mailto:nicola.procaccini@europarl.europa.eu,,,https://www.facebook.com/procaccini2019,,Italy,European Conservatives and Reformists Group,https://www.instagram.com/procaccininicola/,https://data.europarl.europa.eu/person/197820
197701,Mr,Konstantinos,Arvanitis,Κωνσταντίνος,Αρβανίτης,male,Greece,Athens,1964-06-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197701.jpg,mailto:konstantinos.arvanitis@europarl.europa.eu,,,https://www.facebook.com/arvanitis.kostas,,Greece,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/karvanitis16/,https://data.europarl.europa.eu/person/197701
197694,Mr,Raphaël,Glucksmann,,,male,France,Boulogne-Billancourt,1979-10-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197694.jpg,mailto:raphael.glucksmann@europarl.europa.eu,,https://twitter.com/rglucks1,,https://www.facebook.com/raphael.glucksmann,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/raphaelglucksmann/,https://data.europarl.europa.eu/person/197694
214839,Ms,Emma,Wiesner,,,female,Sweden,Västerås,1992-11-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/214839.jpg,mailto:emma.wiesner@europarl.europa.eu,,https://twitter.com/emmawiesner,https://www.facebook.com/EmmaWiesnerEU/,,Sweden,Renew Europe Group,https://www.instagram.com/emmawiesner/,https://data.europarl.europa.eu/person/214839
197841,Mr,Liudas,Mažylis,,,male,Lithuania,Kaunas,1954-05-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197841.jpg,mailto:liudas.mazylis@europarl.europa.eu,,,,,Lithuania,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/197841
197795,Mr,Mario,Furore,,,male,Italy,FOGGIA,1988-12-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197795.jpg,mailto:mario.furore@europarl.europa.eu,http://www.mariofurore.it/,https://twitter.com/MarioFurore,https://www.facebook.com/pg/mariofurore.europarlamentare/posts/,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/197795
197738,Ms,Lídia,Pereira,,,female,Portugal,Se Nova,1991-07-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197738.jpg,mailto:lidia.pereira@europarl.europa.eu,,https://twitter.com/lidiafopereira,https://www.facebook.com/lidiafopereira,,Portugal,Group of the European People's Party (Christian Democrats),https://www.instagram.com/lidiafopereira,https://data.europarl.europa.eu/person/197738
202073,Mr,Marc,Angel,,,male,Luxembourg,Luxembourg-Ville,1963-03-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/202073.jpg,mailto:marc.angel@europarl.europa.eu,,https://x.com/marcangel_lu,https://www.facebook.com/MarcAngelLuxembourg/,,Luxembourg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/marcangel_mep/,https://data.europarl.europa.eu/person/202073
197794,Ms,Chiara,Gemma,,,female,Italy,Brindisi,1968-09-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197794.jpg,mailto:chiara.gemma@europarl.europa.eu,,,https://www.facebook.com/ChiaraGemmaUE,,Italy,European Conservatives and Reformists Group,https://www.instagram.com/chiaragemma_eu/?igshid=YmMyMTA2M2Y%3D,https://data.europarl.europa.eu/person/197794
204413,Mr,Marcos,Ros Sempere,,,male,Spain,Murcia,1974-03-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204413.jpg,mailto:marcos.ros@europarl.europa.eu,,https://twitter.com/mrossemp?lang=it,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/mrossemp/,https://data.europarl.europa.eu/person/204413
204333,Mr,Salvatore,De Meo,,,male,Italy,Fondi,1971-10-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204333.jpg,mailto:salvatore.demeo@europarl.europa.eu,https://www.salvatoredemeo.eu/,https://twitter.com/salv_de_meo,https://www.facebook.com/DeMeoSalvatore/,,Italy,Group of the European People's Party (Christian Democrats),https://www.instagram.com/salvatore_de_meo_/,https://data.europarl.europa.eu/person/204333
197711,Ms,Dolors,Montserrat,,,female,Spain,Barcelona,1973-09-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197711.jpg,mailto:d.montserrat@europarl.europa.eu,http://www.pp.es/dolors-montserrat,https://twitter.com/dolorsmm,https://www.facebook.com/dolorsmontserratoficial/,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/dolorsmontserrat_,https://data.europarl.europa.eu/person/197711
204336,Ms,Miriam,Lexmann,,,female,Slovakia,Bratislava,1972-12-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204336.jpg,mailto:miriam.lexmann@europarl.europa.eu,https://lexmann.eu/,https://twitter.com/MiriamMLex,https://www.facebook.com/miriamlexmann.sk/,,Slovakia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/miriamlexmann/,https://data.europarl.europa.eu/person/204336
202036,Ms,Sunčana,Glavak,,,female,Croatia,Čakovec,1968-12-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/202036.jpg,mailto:suncana.glavak@europarl.europa.eu,https://suncanaglavak.eu/,https://twitter.com/SuncanaGlavak,https://www.facebook.com/SGlavak,,Croatia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/suncanaglavak/,https://data.europarl.europa.eu/person/202036
198490,Mr,Emmanouil,Fragkos,Εμμανουήλ,Φράγκος,male,Greece,Chios,1993-06-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198490.jpg,mailto:emmanouil.fragkos@europarl.europa.eu,,https://twitter.com/e_fragkos?lang=en,,,Greece,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/198490
197734,Mr,Lefteris,Nikolaou-Alavanos,Λευτέρης,Νικολάου-Αλαβάνος,male,Greece,Athens,1985-02-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197734.jpg,mailto:lefteris.nikolaou@europarl.europa.eu,,,,,Greece,Non-attached Members,,https://data.europarl.europa.eu/person/197734
204418,Ms,Nora,Mebarek,,,female,France,Port-Saint-Louis-du-Rhône,1972-07-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/204418.jpg,mailto:nora.mebarek@europarl.europa.eu,https://nora-mebarek.eu,https://x.com/MebarekNora,https://www.facebook.com/people/Nora-Mebarek/100057724462997/,,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/noramebarek/,https://data.europarl.europa.eu/person/204418
197773,Mr,Bert-Jan,Ruissen,,,male,Netherlands,Reimerswaal,1972-03-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197773.jpg,mailto:bert-jan.ruissen@europarl.europa.eu,https://eurofractie.sgp.nl/home,https://twitter.com/hjaruissen,,https://www.facebook.com/bertjanruissen/,Netherlands,European Conservatives and Reformists Group,https://www.instagram.com/hjaruissen/?hl=nl,https://data.europarl.europa.eu/person/197773
197691,Ms,Mathilde,Androuët,,,female,France,Rueil Malmaison,1984-07-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197691.jpg,mailto:mathilde.androuet@europarl.europa.eu,,https://x.com/mandrouet?s=21,https://www.facebook.com/elsa.vassent,,France,Patriots for Europe Group,https://www.instagram.com/mathildeandrouet?igsh=MWVkMDJva2o3ZTB5OA%3D%3D&utm_source=qr,https://data.europarl.europa.eu/person/197691
198183,Mr,Mihai,Tudose,,,male,Romania,Braila,1967-03-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198183.jpg,mailto:mihai.tudose@europarl.europa.eu,,,,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/198183
197810,Mr,Nils,Ušakovs,,,male,Latvia,RIGA,1976-06-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197810.jpg,mailto:nils.usakovs@europarl.europa.eu,,,,,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197810
197784,Ms,Susana,Solís Pérez,,,female,Spain,Aviles,,,https://www.europarl.europa.eu/mepphoto/197784.jpg,mailto:susana.solisperez@europarl.europa.eu,,https://twitter.com/susanasolisp,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/susanasolisp/,https://data.europarl.europa.eu/person/197784
197832,Ms,Diana,Riba i Giner,,,female,Spain,Barcelona,,,https://www.europarl.europa.eu/mepphoto/197832.jpg,mailto:diana.ribaiginer@europarl.europa.eu,,https://twitter.com/DianaRibaGiner,,,Spain,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/197832
197770,Mr,Martin,Hojsík,,,male,Slovakia,Bratislava,1977-01-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197770.jpg,mailto:martin.hojsik@europarl.europa.eu,,https://twitter.com/martinhojsik,https://www.facebook.com/martinhojsik/,,Slovakia,Renew Europe Group,https://www.instagram.com/martinhojsik/,https://data.europarl.europa.eu/person/197770
197800,Mr,Eero,Heinäluoma,,,male,Finland,Kokkola,1955-07-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197800.jpg,mailto:eero.heinaluoma@europarl.europa.eu,http://www.eeroheinaluoma.fi,,https://www.facebook.com/heinaluoma,,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197800
197839,Mr,Radan,Kanev,Радан,Кънев,male,Bulgaria,Sofia,1975-09-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197839.jpg,mailto:radan.kanev@europarl.europa.eu,,https://twitter.com/rmkanev,,https://www.facebook.com/radan.kanev,Bulgaria,Group of the European People's Party (Christian Democrats),https://www.instagram.com/rmkanev/,https://data.europarl.europa.eu/person/197839
197786,Ms,Susanna,Ceccardi,,,female,Italy,Pisa,1987-03-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197786.jpg,mailto:susanna.ceccardi@europarl.europa.eu,https://www.susannaceccardi.it/,,https://www.facebook.com/susannaceccardi/,,Italy,Patriots for Europe Group,https://www.instagram.com/susannaceccardi/?hl=de,https://data.europarl.europa.eu/person/197786
197818,Mr,Billy,Kelleher,,,male,Ireland,Cork,1968-01-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197818.jpg,mailto:billy.kelleher@europarl.europa.eu,,,,,Ireland,Renew Europe Group,,https://data.europarl.europa.eu/person/197818
213330,Mr,Ernő,Schaller-Baross,,,male,Hungary,Budapest,,,https://www.europarl.europa.eu/mepphoto/213330.jpg,mailto:erno.schaller-baross@europarl.europa.eu,,,,,Hungary,Patriots for Europe Group,,https://data.europarl.europa.eu/person/213330
197778,Mr,Tom,Berendsen,,,male,Netherlands,Breda,1983-04-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197778.jpg,mailto:tom.berendsen@europarl.europa.eu,http://tomberendsen.eu/,https://twitter.com/tbwberendsen,,https://www.facebook.com/TomBerendsenCDA,Netherlands,Group of the European People's Party (Christian Democrats),https://www.instagram.com/berendsen_tom/,https://data.europarl.europa.eu/person/197778
204346,Mr,Dominik,Tarczyński,,,male,Poland,Lublin,,,https://www.europarl.europa.eu/mepphoto/204346.jpg,mailto:dominik.tarczynski@europarl.europa.eu,,https://twitter.com/d_tarczynski,,,Poland,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/204346
197699,Ms,Elena,Kountoura,Έλενα,Κουντουρά,female,Greece,Athens,,,https://www.europarl.europa.eu/mepphoto/197699.jpg,mailto:elena.kountoura@europarl.europa.eu,https://www.elenakountoura.gr,https://twitter.com/ElenaKountoura,https://www.facebook.com/kountouraelena,,Greece,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/kountoura.elena/,https://data.europarl.europa.eu/person/197699
201945,Mr,Virginijus,Sinkevičius,,,male,Lithuania,Vilnius,1990-11-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/201945.jpg,mailto:virginijus.sinkevicius@europarl.europa.eu,,,,,Lithuania,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/201945
233862,Mr,Matjaž,Nemec,,,male,Slovenia,Šempeter pri Gorici,1980-04-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/233862.jpg,mailto:matjaz.nemec@europarl.europa.eu,https://www.matjaz-nemec.si/sl/,https://twitter.com/matjanemec,https://www.facebook.com/MatjazNemecSD/events,,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/matjaznemec/,https://data.europarl.europa.eu/person/233862
210480,Ms,Marta,Temido,,,female,Portugal,Coimbra,1974-03-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/210480.jpg,mailto:marta.temido@europarl.europa.eu,,,,,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/210480
220871,Mr,Rihards,Kols,,,male,Latvia,Riga,1984-12-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220871.jpg,mailto:rihards.kols@europarl.europa.eu,https://rihardskols.lv/,https://x.com/RihardsKols,https://www.facebook.com/KolsRihards/,,Latvia,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/220871
198076,Ms,Maria,Ohisalo,,,female,Finland,Helsinki,,,https://www.europarl.europa.eu/mepphoto/198076.jpg,mailto:maria.ohisalo@europarl.europa.eu,https://www.mariaohisalo.fi; https://bsky.app/profile/mariaohisalo.vihreat.fi,,https://www.facebook.com/OhisaloMaria,,Finland,Group of the Greens/European Free Alliance,https://instagram.com/mariaohisalo,https://data.europarl.europa.eu/person/198076
220801,Ms,Sophie,Wilmès,,,female,Belgium,,1975-01-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220801.jpg,mailto:sophie.wilmes@europarl.europa.eu,https://bsky.app/profile/did:plc:zjtyybjelg2zihdpoifkffet,https://x.com/sophie_wilmes,https://www.facebook.com/p/Sophie-Wilm%C3%A8s-100050592394858/?locale=nl_BE,,Belgium,Renew Europe Group,https://www.instagram.com/sophiewilmes/,https://data.europarl.europa.eu/person/220801
200345,Mr,Pierre-Romain,Thionnet,,,male,France,Pontarlier,1994-01-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/200345.jpg,mailto:pierre-romain.thionnet@europarl.europa.eu,,https://x.com/pr_thionnet?lang=de,,,France,Patriots for Europe Group,https://www.instagram.com/pierre_romain_thionnet/?hl=de,https://data.europarl.europa.eu/person/200345
220840,Mr,Jaroslav,Bžoch,,,male,Czechia,,1983-11-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220840.jpg,mailto:jaroslav.bzoch@europarl.europa.eu,,,,,Czechia,Patriots for Europe Group,,https://data.europarl.europa.eu/person/220840
198373,Ms,Judita,Laššáková,,,female,Slovakia,Bratislava,1977-12-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198373.jpg,mailto:judita.lassakova@europarl.europa.eu,,,,,Slovakia,Non-attached Members,,https://data.europarl.europa.eu/person/198373
256804,Mr,Pekka,Toveri,,,male,Finland,Kankaanpää,1961-04-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256804.jpg,mailto:pekka.toveri@europarl.europa.eu,https://www.pekkatoveri.fi/,https://x.com/PToveri,https://www.facebook.com/pekkatoveri/?locale=fi_FI,,Finland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/toveripekka/?hl=fi,https://data.europarl.europa.eu/person/256804
245770,Ms,Irene,Montero,,,female,Spain,Madrid,1988-02-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/245770.jpg,mailto:irene.montero@europarl.europa.eu,,,,,Spain,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/245770
198084,Ms,Katri,Kulmuni,,,female,Finland,Tornio,1987-09-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198084.jpg,mailto:katri.kulmuni@europarl.europa.eu,,,,,Finland,Renew Europe Group,,https://data.europarl.europa.eu/person/198084
220896,Mr,Reinhold,Lopatka,,,male,Austria,Vorau,1960-01-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220896.jpg,mailto:reinhold.lopatka@europarl.europa.eu,http://www.lopatka.at/,https://x.com/reinholdlopatka,https://www.facebook.com/reinhold.lopatka/,,Austria,Group of the European People's Party (Christian Democrats),https://www.instagram.com/reinhold.lopatka/,https://data.europarl.europa.eu/person/220896
219652,Mr,Matej,Tonin,,,male,Slovenia,Ljubljana,1983-07-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/219652.jpg,mailto:matej.tonin@europarl.europa.eu,,https://twitter.com/MatejTonin,https://www.facebook.com/tonin.si,,Slovenia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/matejtonin/,https://data.europarl.europa.eu/person/219652
220897,Ms,Petra,Steger,,,female,Austria,Vienna,1987-10-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220897.jpg,mailto:petra.steger@europarl.europa.eu,,,https://www.facebook.com/stegerpetra,,Austria,Patriots for Europe Group,https://www.instagram.com/stegerpetra/,https://data.europarl.europa.eu/person/220897
220908,Mr,Branko,Grims,,,male,Slovenia,Kranj,1962-08-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/220908.jpg,mailto:branko.grims@europarl.europa.eu,,https://x.com/BrankoGrimsX1,,,Slovenia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/branko.grims.eu/,https://data.europarl.europa.eu/person/220908
198073,Ms,Anna-Maja,Henriksson,,,female,Finland,Jakobstad,1964-01-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/198073.jpg,mailto:anna-maja.henriksson@europarl.europa.eu,https://www.anna-maja.fi,https://x.com/anna_maja,https://www.facebook.com/annamajahenriksson,,Finland,Renew Europe Group,https://www.instagram.com/annamajah,https://data.europarl.europa.eu/person/198073
256803,Ms,Maria,Guzenina,,,female,Finland,Helsinki,1969-01-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256803.jpg,mailto:maria.guzenina@europarl.europa.eu,https://mariaguzenina.fi/,https://x.com/guzenina,https://www.facebook.com/guzeninamaria/,,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/maria_guzenina/,https://data.europarl.europa.eu/person/256803
249982,Mr,Milan,Mazurek,,,male,Slovakia,,1994-01-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/249982.jpg,mailto:milan.mazurek@europarl.europa.eu,,,https://m.facebook.com/MilanMazurek.Republika/,,Slovakia,Non-attached Members; Europe of Sovereign Nations Group,https://www.instagram.com/milanmazurek_republika/?igsh=MWVva2J3aWEyeDRjYg%3D%3D,https://data.europarl.europa.eu/person/249982
256854,Mr,Balázs,Győrffy,,,male,Hungary,Papa,1979-04-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256854.jpg,,,,,,Hungary,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256854
256850,Mr,Filip,Turek,,,male,Czechia,Prague,1985-10-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256850.jpg,,,,,,Czechia,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256850
